Date Made Public,Company,City,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude
22-Jan-18,The Coca-Cola Company,Atlanta,Georgia,HACK,BSR,"2,181","In July, 2017, The Coca-Cola company suffered a phishing attack that resulted in the exposure of 2181 records, which included social security numbers. ",Security Breach Letter,,2017,33.748995,-84.387982
13-Feb-18,"Mindlance, Inc.",Union,New Jersey,HACK,BSO,"3,085","On 12/28/2017, Mindlance, Inc. suffered a system breach (hack) that affected 3085 records, including SS numbers and names. ",Security Breach Letter,,2017,40.69759,-74.263164
26-Jan-18,"Goldleaf Partners Services, Inc.",Bloomington,Minnesota,HACK,BSF,"6,020","On 10/31/2017 Goldleaf Partners Services, Inc. suffered a hack that affected 6020 records, including Social Security numbers as well as names and credit card or financial account information.",Security Breach Letter,,2017,39.165325,-86.526386
26-Jan-18,"Member First Mortgage, LLC",Grand Rapids,Michigan,HACK,BSF,"36,840","On 11/25/2017 Member First Mortgage, LLC, experienced an unauthorized access to their internal systems exposing 36840 records, including Social Security numbers as well as names and credit card or financial account information. ",Security Breach Letter,,2017,42.96336,-85.668086
26-Jan-18,"Pentair Aquatic Eco Systems, Inc.",Apopka,Florida,HACK,BSO,239,"Pentair Aquatic Eco Systems, Inc., suffered a hack on 12/19/2017 that resulted in the exposure of 239 records, which included names, credit card or financial account information and debit card numbers.",Security Breach Letter,,2017,28.693408,-81.532215
23-Jan-18,Carite Inc.,Madison Heights,Michigan,HACK,BSO,346,"On 1/17 2018 Carite Inc. suffered a breach affecting 346 records, including social security numbers and names. ",Security Breach Letter,,2018,42.485869,-83.105203
5-Jan-18,RBC Royal Bank,Toronto,Ontario,HACK,BSF,"66,000","On 10/3/2017 the RBC Royal Bank suffered a hack that affected approximately 66,000 records, which included credit card or financial account information. ",Security Breach Letter,,2017,43.653226,-79.383184
2-Jan-18,Multnomah Athletic Club,Olympia,Washington,HACK,BSO,661,"Multnomah Athletic Club suffered a security breach that resulted in the exposure of six hundred sixty one (661) Washington residents, when multiple shredding bins located on the premises were stolen by multiple unknown individuals on December 2, 2017. ",Security Breach Letter,http://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/MultnomahAthleticClub.2018-01-10.pdf,2017,47.037874,-122.900695
19-Feb-18,FedEx,,Tennessee,DISC,BSR,"119,000","Personal information of thousands of FedEx customers worldwide was exposed on the web due to an Amazon Web Services (AWS) cloud storage server which was not secured with a password. Security researchers from Kromtech Security found the open AWS bucket which contained 119,000 scanned documents, including passports, drivers’ licenses and Applications for Delivery of Mail Through Agent forms, which contain names, home addresses, phone numbers and ZIP codes.  ",Media,https://www.cbronline.com/news/fedex-aws-silo-leak,2017,37.09024,-95.712891
10-Jan-18,"PetSmart, Inc.",Phoenix,Arizona,HACK,BSR,"1,434","Petssmart suffered a breach affecting 1,434 records from 12/19/2017-12/26/2017. The breach was discovered on 12/22/2017 and notified the public on 1/10/2018",Security Breach Letter,,2017,33.448377,-112.074037
26-Feb-18,"Southern National Bancorp of Virginia, Inc. d/b/a/ Sonabank",Glen Allen,Virginia,HACK,BSF,"24,999","Southern National Bancorp of Virginia suffered a breach affecting 24,999 records, including social security numbers, driver's license number or non-driver identification card numbers, as well as financial account numbers or credit card numbers, in combination with the security code, access code, password or PIN for the account. ",Security Breach Letter,,2017,37.665978,-77.506374
20-Feb-18,Riverside Logistics Services,Henrico,Virginia,DISC,BSR,142,"On February 5, 2018, personal information for certain employees and former employees may have been accessed without authorization. As soon as Riverside discovered the incident, it reported the matter to the FBIâ€™s Internet Crime Complaint Center and notified the Internal Revenue Service/Criminal Investigation to prevent fraudulent activity.",Security Breach Letter,,2018,37.505933,-77.332443
